,business_id,name,stars,state,review_count
39,O_Pu4mKGOqQVlmH07Zbnhg,The Rodeside Grill,3.5,WI,14
40,HGzdDbukK8RJEc623kLz5Q,A&W Restaurant,3.5,WI,6
41,oX6KamASYXnMIe5kpVhezw,Flaming Wok,3.5,WI,20
42,S4TWo9X6b3gU6uucj4JN3g,Laredo's,3.5,WI,19
43,xZwaUcrFMSY1O9dK2dAUpA,China Wok,3.5,WI,17
44,89O2bCyo92IpEEvgFXqOMw,Cousins Subs,3.5,WI,3
45,XWDk-pLSbVE2Vvv9Z-zusQ,Burger King,1.5,WI,10
46,1hBOR97oX5Xph3J8Tdob7w,Cheeseburger in Paradise,2.5,WI,46
47,ybkWtM1ZnT2ewuquj3A9KQ,Benvenuto's Italian Grill,3.0,WI,22
48,jo-BEjs7UYovOAupDAN_yw,Rocky Rococo Pan Style Pizza,1.5,WI,3
49,lNE3gOMb724YPlZAA8WlXQ,Denny's,2.5,WI,6
50,cpGv6ES2hzPCtCUQgipwXw,New Orleans Take-Out,4.0,WI,43
51,wPidHd5FxspPRgVqdEQ-Xw,Pedro's Mexican Restaurante,2.5,WI,48
52,yYIEKwgQUHJpySOcVdCAkg,Perkins Restaurant & Bakery,2.5,WI,8
53,pSiRWeCqs7a1xvS9ycLoTQ,Chang Jiang,2.0,WI,6
54,QF14BFUVHRODxGNVflgm3A,Cracker Barrel Old Country Store,3.0,WI,13
55,11yg-JMNCFowyIjJarzuDQ,Hardee's,4.0,WI,5
56,q83uB6EGF6y2MuR-7VZPRg,Culver's,2.0,WI,5
57,oudTF4EN_C8thENGiTQf-w,Chili's,3.0,WI,9
58,ZjwZIQM4TfFO7T7ck7FtYQ,Copps Food Center,3.0,WI,8
59,MVFeOZVt641WBvdsRmnhPg,Slice-N-Bullits Bar & Grill,4.0,WI,6
60,9vgu6o1CwP5NakVkb29z0g,Sarku Japan,4.5,WI,3
61,JdCFcgw4yk4M1ZRhAhBIag,Applebee's,2.5,WI,13
62,311yXufoXR2dFngMHS9MFg,McDonald's,3.0,WI,3
63,QB64-PgfEUzbrOL50bJ0Bw,Wendy's,1.0,WI,3
64,rgyvl8tNVAony634_9vFdQ,Taco Bell,4.0,WI,4
65,v5a-Mj4eO1E--HmgwEWo7A,Red Lobster,3.0,WI,16
66,HTplzElel_F_U_qhWuDKdg,Dexter's Pub,4.0,WI,53
67,O5lo-GKCG3cX8X4bh_DR_A,HomeTown Buffet,3.0,WI,16
68,0oQFFOdPZycIBmGkoBrlbg,Noodles & Company,4.0,WI,19
69,QdSGdvZATzejDkSs435Rdw,Eagle Crest Bar,2.5,WI,6
70,1YEuqVtVMHdpavzoGcUUug,International House of Pancakes,2.0,WI,9
71,7uoxZ35biPZfl8m5w2_XRA,Papa John's,3.5,WI,3
72,uzJ2Vefb951El2oneQI8NQ,Wong's Garden,3.5,WI,19
73,JPFzpR5PvZWqHXQMIZFk2w,Cool Beans Coffee House and Cafe,4.0,WI,25
74,fjaQ3Ixkofh8xGhklUtDnA,Monty's Blue Plate Diner,4.0,WI,266
75,Ryq600aoE3h8_qRQGIed9A,People's Bakery,4.0,WI,40
76,jqOPL979k-t_Vc049CnAjg,Rosati's Authentic Chicago Pizza,4.0,WI,4
77,nE51k932dNFc-gClgPguVw,Food Fight Inc,3.5,WI,3
78,xMyTUliefguc3bfetGebJg,Pizza Pit,2.5,WI,7
79,jqo3Ljexof9sA8PhSTwEjA,Maharaja Restaurant E Pt Plaza,4.0,WI,34
80,68JsiWNLKs8NDCrBCxIWMA,Esquire Club,3.0,WI,19
81,PhdMPqSdLZi6IV8SdnpUAQ,Olive Garden Italian Restaurant,3.5,WI,11
82,eC4iEcRR3p5NLq9Zf80ZGg,Imperial Garden Chinese Restaurant,3.5,WI,31
83,-4PHmmCt_RmAfaE3sDKW_g,Mr Roberts,3.0,WI,11
84,JJFoeKZXgi2_LeECDMkkoQ,Tip Top Tavern,4.0,WI,21
85,KHOHjA8HOcTlFBCtMQFv8A,Harmony Bar & Grill,4.0,WI,36
86,ykxf0XiJt-d76dBwfO_yew,TGI Friday's,3.0,WI,10
87,HLWtNcf3l-wKb6v9duteMQ,Smoky Jon's #1 BBQ,4.0,WI,112
88,XIZ259hZ6Yww3C0o97MgUQ,Fazoli's,3.0,WI,8
89,Pa_brCvUaiUPPvm3tJQwgw,Dimitri's Gyros,3.5,WI,3
90,j515klfbCAEF3KPiKvHz9g,Pat O'Malley's Jet Room,4.5,WI,36
91,S2x-rEziU3ONR9zO_vpPxA,Panera Bread,3.5,WI,11
92,MONajnUQ5-IRtv8PSPn_yA,Cottage Cafe,4.0,WI,13
93,Jb5SB2OXbRW0e7ErGlMK-Q,Michael's Frozen Custard,3.5,WI,32
94,pHBQ-dQRwN3z7Rq7iSog-A,Pizza Hut,1.5,WI,5
95,brkJrGv2Eaj9NTl9g2RMgA,Rocky Rococo Pan Style Pizza,3.0,WI,3
96,spiYqne1kXzYQxDTZfKt2g,Fat Jacks Barbecue,3.5,WI,23
97,UyEbMXjDTNGks_k12fGNdg,Poppa Coronofoulos Gyros & Chicago Style Deli,4.0,WI,5
98,Hld3cjWyfPpW5hDcgXfNQA,Angelo's,3.5,WI,19
99,8AGIIxZ-BBHbEGsgmhOOwA,Arby's,1.0,WI,3
100,cRqZ_w9ImfYYIXTHpJMv0Q,Silver Eagle Bar & Grill,3.5,WI,13
101,kOXJrbuB1a1Na6sf_WQnDg,Tully's II Food & Spirits,2.0,WI,6
102,I8Bx7iuHWz6d2TQDfKfjqA,Rossi's,4.0,WI,3
103,ki33_SvM4kPjgA44Re8-zQ,Fraboni's Italian Specialties & Delicatessen,4.5,WI,7
104,LWmlH8MwUnwMWN5Ma8utnQ,Ken's Meat's & Deli,4.0,WI,16
105,cCStad4wX3ADPbz5AHCn9g,KFC,1.0,WI,5
106,xou2z56CFTWYoA99s4DpTg,Taco Bell,3.0,WI,3
107,QfCHvy6v39xPH7CvCASlFg,Buck's Pizza,3.5,WI,14
108,qodyGnpmj1zEfi7nJ534BA,David's Jamaican Cuisine,4.0,WI,32
109,unXHmjewHGeWQwJr74Sy9g,China Inn,3.0,WI,10
110,JD1uVun5FEF_Ih2PnHCbuA,Dairyland Family Restaurant,3.0,WI,11
111,R6TxOULUEMSq1-7P0w6kTA,Wendy's,2.5,WI,3
112,4pZeC9W0EIiBTOJMnwG2vw,Red Robin Gourmet Burgers,2.5,WI,30
113,2aai1pIfThxDTTD_WwXHeA,Taste of China,3.0,WI,5
114,jGU7WGOM2qUHofLKZAFAIg,Noodles & Company,2.5,WI,7
115,FiP9q_YD5vgxu_Sflo5oZw,Culver's,4.0,WI,9
116,FIR1SRvSAMNTO3VvNaJn2g,Toby's Supper Club,4.0,WI,33
117,yrBo3c3OTKVO4H1ttBxadw,Pooley's,3.0,WI,16
118,R825-NTAI2wG2C4mN-dtNA,Uno Pizzeria & Grill,3.0,WI,24
119,r5S_wYdu1vKRW1k-7_yOIA,Milio's Sandwiches,3.5,WI,12
120,x5Mv61CnZLohZWxfCVCPTQ,Domino's Pizza,2.5,AZ,12
121,2ZnCITVa0abGce4gZ6RhIw,Viad Tower Restaurants,3.5,AZ,5
122,EmzaQR5hQlF0WIl24NxAZA,Sky Lounge,2.5,AZ,20
123,KPoTixdjoJxSqRSEApSAGg,Wild Thaiger,4.0,AZ,281
124,e5kc0CQ4R-PCCDgb274gSg,Canyon Cafe,3.5,AZ,176
125,gBcpDl0quCLABsg5OuSFww,Teeter House Tea Room,3.0,AZ,11
126,72N6TdH5MdUWE2YhYRbyxw,Burger King,2.5,AZ,7
127,neGAQFkBNI8-rpPBLBzNkw,Taco Bell,3.5,AZ,6
128,45puCRQ6Vh_IIAy7kkfFDQ,Majerle's Sports Grill,3.5,AZ,157
129,nc3IiY5LNdmEwUZCW84yuA,Pizzeria Uno,2.5,AZ,18
130,P7wKlbSRsoRrfH3DFOY08A,International House of Pancakes,3.5,AZ,40
131,BESmH-lmMm34_EefL8X9fQ,Comedor Guadalajara,4.0,AZ,161
132,D09yG6Z3gcsh24Qn7Y4gYA,Chico's Tacos,3.0,AZ,65
133,kaIue7GRCmkPzDeHDBTttQ,Phoenix Blue Fin,4.0,AZ,145
134,j8nyAaN_w5t6wYv-ni23sg,Coach & Willies,3.0,AZ,79
135,5XIvwfbIa-vuFEkkeCQ6kQ,Jackson's On 3rd,2.0,AZ,10
136,VsO_rhXi5lgbaGxNwoEZsQ,Fate 905,3.0,AZ,90
137,Y293fHh5SZ0_9BZm4M6BCg,Matador Restaurant,3.0,AZ,58
138,IceZ4BtTz76eppjNWm-c6A,Paisley Violin,3.5,AZ,60
139,LXhL5X3edNRy7epku6UAEw,Paradise Bakery,4.0,AZ,7
140,-lOSaCuBRAvX5JBifx-EMw,Mi Amigo's Mexican Grill,3.0,AZ,93
141,XI-_Y2XRw03mozGx0Z90Gw,Baja Fresh Mexican Grill,3.5,AZ,23
142,qsWxbgQwuomXvMseg23DGg,Hooters,2.5,AZ,77
143,DlCtdbceo4YNSI53cCL2lg,The Old Spaghetti Factory,3.0,AZ,189
144,kR5i58Pcse1FD9tk-yYLlA,Crave Sandwich Cafe & Catering,3.5,AZ,21
145,2I666dqzs1XB6xigIKa9bA,Tom's Tavern & 1929 Grill,3.0,AZ,53
146,yExYqENb4F6qH6kJxTOaSQ,Karim's Cobbler Shop & Deli,3.5,AZ,19
147,9BH18avE46LlHMvJn67MaA,The Downtown Deli,3.5,AZ,50
148,trAvQPp7gps0Btk-2AmLpw,Zoes Kitchen,3.5,AZ,109
149,s6zzKc7UvwDRxn-BFlhiTg,Subway,2.0,AZ,4
150,4WcxnNv_lzCIG2eb8O5Mlg,The Brickhouse,3.5,AZ,7
151,gkv2XvXpFgiq4Bb2XK7YmQ,Hard Rock Cafe,3.0,AZ,86
152,If2DUhmWIvlu2JFc_rR-Bw,Papa Christo's,3.5,AZ,22
153,xH5axHFadmc7Veutt376TA,McDonald's,1.5,AZ,14
154,Vvh2Hd4SsZjEEfKLNKAEWw,Subway,4.0,AZ,10
155,sInUSy63Oh455uWs9p9OqQ,Central Cafe,4.0,AZ,6
156,x8WoC_7WHzXNmt6J13Nbvw,Jordan's Mexican Food,2.0,AZ,4
157,wki-Qlp3OWgH0XtZ-Jz_WQ,Duck & Decanter,4.0,AZ,35
158,OoHWabV-ym7_HWlHeXTsVA,Best of Philly,3.5,AZ,49
159,oSKT5oZX1NWYaHwOWL5lag,Ichi Ban Japanese Restaurant & Sushi,3.5,AZ,40
160,QAe9UHKsxPdXQovBpaznMQ,Schlotzskys Deli,2.5,AZ,15
161,q1nDSpmV-FdTBNj6UuZvTg,Honey Bear's BBQ,3.0,AZ,191
162,muCl5p-9ut1sY0aKeUeRhw,Cheuvront,3.5,AZ,189
163,oCA2OZcd_Jo_ggVmUx3WVw,Alice Cooper'stown,3.5,AZ,299
164,eK6KGMKqU_4nB9RdayZD7Q,Tee Pee Tap Room,2.5,AZ,22
165,jn3OgTqiQIFymRA9U0PTfQ,Arizona Baseball Club Restaurant,3.5,AZ,6
166,1-1VcGTL3GyCqUpXZLFTZA,Friday's Front Row Sports Grill,3.5,AZ,73
167,odhXwWaYZvD_icIN6f_DbA,Athenian Express,3.5,AZ,75
168,avPNEqlXgyBvTXjb-ujQFA,Pizza Hut,2.0,AZ,4
169,ldIxXmxD3Cku0vODGYb9dQ,Subway,2.5,AZ,7
170,hWhVP-28LYP3llaMlAJ_JA,Rosita's Place,4.0,AZ,129
171,ixTr1qXUFGTzyaZUuCDDvg,Whataburger,3.0,AZ,20
172,ZoQAOnEFnyHjSpomtfqesA,That's A Wrap,4.0,AZ,82
173,apCfJVnRyaw6oVUBKujpUQ,La Tolteca Mexican Foods,4.0,AZ,147
174,ykfTh6HI219NoMsWBxulxw,Gourmet House of Hong Kong,3.5,AZ,77
175,McdTNj-TUMOlfkHwQWs4rg,Tacos Mexico,4.5,AZ,3
176,tb24fvNJfHhyKEXkKn12Xw,Welcome Diner,4.5,AZ,196
177,VXIkI9_EbDbYHeO9IzKjJg,Phoenix Ranch Market III,4.5,AZ,125
178,VKxn7zmp8nOYT-ZHFZTjgA,Mariscos Ensenada,4.0,AZ,14
179,rbiRLiFTG098z9JaK3Nshw,Guanaquito Restaurant,4.5,AZ,53
180,cgNIBHS2mLdbTRiodAT6EQ,Tacos De Juarez,3.5,AZ,65
181,SZvYxcvYYVRue9MXcEDjsA,Coco's Family Restaurant,3.0,AZ,21
182,5-X03Zc0nN7U5eoe8uFUdw,Coronado Cafe,4.0,AZ,175
183,0De3TQ_uSOXwgduKL0va3w,Sonic Drive-In,3.0,AZ,9
184,R6aazv8FB-6BeanY3ag8kw,MacAlpine's Soda Fountain,3.5,AZ,178
185,Xo9Im4LmIhQrzJcO4R3ZbA,Rito's Market & Mexican Take Out,4.5,AZ,154
186,YECRdaM6wN6eaGOYi5g8uA,Stanley's Homemade Polish Sausage,4.5,AZ,30
187,NYBx4sdSVrN-I5Q8RfLMPg,San Carlos Bay Seafood Restaurant,4.0,AZ,33
188,Cp6JGY5YIRncTV_My9nf9g,Mariscos Playa Hermosa,4.5,AZ,176
189,04HakCR6gEeRYNAoKxkppQ,Hacienda Restaurant,3.0,AZ,5
190,q2SZa5g85758iW1L9sSL1g,Eliana's Restaurant,4.0,AZ,50
191,po5FyERB4lUZNnBIwnhFlg,Sonic Drive-In,3.5,AZ,20
192,I2IofjP2sHZUkv7pcoc33A,Burger King,3.5,AZ,4
193,_RBUU1y4yJrK0SPAd8z0-w,Indian Delhi Palace,3.5,AZ,128
194,WyJuGTwFwoN0k8iX8FsqYw,Jack-In-the Box Drive Thru,3.5,AZ,3
195,W41CEzdKJe8wdDB-Rd6KJQ,Breakroom Bar & Grill,3.0,AZ,20
196,PEHJjxdw11TGFma9Zhz3ng,Red Devil,4.0,AZ,90
197,zU8IfotOLryhaz5okWx6cA,Pete's Fish & Chips,3.0,AZ,5
198,h2ewvzx8enIwYhNbtIpcZw,Gateway Cafe,3.0,AZ,5
199,xfk9eY8gmwn8qsbyd-W6lQ,Honey Bear's BBQ,3.0,AZ,138
200,_gXpjRIjb5fv5f5IVGXvsw,Del Taco,3.0,AZ,11
201,11TvD4sCfA8GEqLDANpbSQ,Los Jarritos Restaurant,3.5,AZ,12
202,ZAgPh4v-oOb1g6cdlkKI0g,Phoenix House Of Pizza And Subs,3.5,AZ,12
203,PsuvqWNmLBU8ABkch2d9vA,COFCO Chinese Culture Center,4.0,AZ,40
204,2unQHR9uaRxk3dsW6f3MGA,Lao Ching Hing,3.0,AZ,48
205,s87D-mtAuJ8BluKgYYsXGw,El Nopalito,4.0,AZ,39
206,yQONzVpX-DEpGSuKMIov6A,Szechwan Palace,3.5,AZ,131
207,9tefv6uPxoHhp_OlQQJVXA,Canton Wong,2.5,AZ,11
208,IgaruuknYwCr9afeDYQ_yw,Dirty Drummer,3.5,AZ,24
209,Um5VnQXli9IwplV2rmgggg,Souper Salad,3.5,AZ,28
210,_8Y-XNHmQ76xmxUQIrn0sA,Blimpie America's Sub Shop,4.0,AZ,7
211,rAb_wfdKKPPbcIysjYcW4A,Pozoleria Guerrero,4.5,AZ,4
212,hzUOqxpcnYYBgLlrgvjQYQ,Applebee's,2.5,AZ,42
213,5UBAWhxukaPrc_0DalT-3w,Taco Bell,3.0,AZ,6
214,jzPMl-NoB5F2fwoHX3hN8A,Macayo's Mexican Kitchen,3.0,AZ,116
215,I4L_MJOZsnux3xCU2bLP8Q,Cranberry Hills Eatery & Catering,3.5,AZ,10
216,JN2qXIuDXnV2d8WnSqd28A,Streets of New York,3.5,AZ,49
217,KIbFaBrZDX7rrYJInkv5Kg,Del Taco,3.5,AZ,19
218,-AAig9FG0s8gYE4f8GfowQ,Pane Bianco,4.5,AZ,373
219,SfrBXbRdNB_gqPkIgJyKCg,Bitter Creek Cafe,4.0,AZ,12
220,7Jmri1RCl9Ksmpi5EoIOZQ,Duck & Decanter,3.5,AZ,19
221,3xEB9FyFXolq1b_Qn_BFtg,George & Dragon Restaurant,3.5,AZ,227
222,SkNUbFJiJtbZjY-S_S0u7g,The Good Egg - Uptown,3.5,AZ,67
223,VZYMInkjRJVHwXVFqeoMWg,Jack-In-the-Box,3.5,AZ,4
224,g4Eit1EeeEGhTVik6AWYsA,Wendy's,1.5,AZ,15
225,cIwMq5KNq0ASQzoTP1dE9Q,Boston Market,4.0,AZ,18
226,OkXpdUozVS3vjSRtCoSIvw,Fusilli's,2.5,AZ,10
227,cjUmPLRT43wN9Z87A9BOpg,Applebee's,3.0,AZ,39
228,UWrB5H3G-hhiHMy3iKV2ew,Cheese 'n Stuff,4.5,AZ,67
229,-3WVw1TNQbPBzaKCaQQ1AQ,China Chili,4.0,AZ,224
230,wTiQXYB9fE9rcSZDsZgbtQ,Sweet Tomatoes,3.5,AZ,58
231,L19_1cG2ALVjdBQ456h26A,Yoshi's Restaurant,2.5,AZ,23
232,zZmhEpiVpRfFQid87-pcOQ,Dairy Queen,3.5,AZ,15
233,WPSM_oTPceoSnwqQWfAsdg,Qdoba Mexican Grill,3.5,AZ,25
234,5W0WLaM5gue42MQPpcB0lw,Katz Delicatessen & Sandwich Shop,3.0,AZ,5
235,yaTx8l9SrM0qR3Zcdnw5rw,Le Peep Restaurant On Central,4.0,AZ,4
236,kUGgkYxXxHDhD6mtpQdUNQ,Domino's Pizza,3.0,AZ,4
237,DeAnVirgOxQnI36V1W158A,Juan's Authentic Mexican Food,4.0,AZ,88
238,ML1RJdeZ7bbfMrHvJ7m99A,Oregano's Pizza Bistro,4.0,AZ,262
239,nrb_PRgJB-ZOVLD07fikJQ,Jack in the Box,3.0,AZ,4
240,-S7aL8dVIiXjCdbTZVn8uA,Manhattan Pizzeria and Subshop,3.5,AZ,15
241,FltN1Hnw4n7BORXJH1kaeg,Mediterranean House,4.0,AZ,8
242,AkOruz5CrCxUmXe1p_WoRg,Cherryblossom Noodle Cafe,4.0,AZ,494
243,kIvIqHvvFOc6aCutFYIvNg,Taco Bell,2.5,AZ,10
244,3CSaqRNvYg7ZdN2zwxwzVw,Christos Ristorante,4.0,AZ,64
245,FW2Z4ll4zSOEDAJX9-wBZA,Great Dane's Restaurant,4.0,AZ,23
246,XcwbN5fDlyl8qCttcdDGKA,Rolberto's,3.5,AZ,13
247,HrD4U4wvzkmpHranLW7W6g,Jack-In-the-Box,4.5,AZ,3
248,VlG9qxAc4d0em2djaU__xw,Jordan's Mexican Food,3.0,AZ,34
249,naUFPFYH2CqHtTrV3IAJrQ,Crown China Super Buffet,2.5,AZ,18
250,W8WyVVxinyRjzP8gJa7ILg,Tokyo Express,3.0,AZ,20
251,PxeX1M8WtyPxX1MuuGIh-g,Scott's Generations Restaurant & Delicatessen,3.5,AZ,138
252,auorqdHiATGZHVd-sd79ZQ,Pizza Heaven Bistro,4.0,AZ,135
253,MEraJIKYztC7IOzYwMe86g,Raimondo's,3.5,AZ,16
254,3ZVG1MSRuvheqZ4gOioQVw,Rack Shack BBQ,3.0,AZ,5
255,FKHv7FkblONv9qqBndJUrg,Denny's,3.0,AZ,36
256,od49_DFUJY9louGx80My-A,Pancho's Mexican Buffet,2.5,AZ,28
257,Ql2cV2A9alEOlFySzEGNVw,Segal's One Stop Kosher Foods,3.5,AZ,6
258,t30Ua_mSiClnpBqud84ygw,Imperial Garden Chinese Buffett,3.0,AZ,3
259,lHKS896yFkmAuWyFnbNP3A,King Solomon's Pizza,4.5,AZ,17
260,rrPRCU1m22v02k60YvJNrg,Domino's Pizza,2.5,AZ,5
261,LzpR_jE6VIutJ08s2cdRrw,Coup Des Tartes,4.0,AZ,205
262,0K35eGvzVRZEirNo5v_WfA,Ajo Al's Mexican Cafe,3.5,AZ,74
263,BT2Vls7h6sWrCKa5gGXbKg,Long Wong's Restaurant,3.0,AZ,50
264,UlShIstbG4Yfh0MpTAEciA,Subway,3.5,AZ,3
265,t54zAs7IftAVb9SKcCRotw,Bacchanal Ristorante,4.0,AZ,34
266,HNusESyB6lEgrf5IUwUr_g,Sub Factory,3.5,AZ,9
267,XzR49vhfm5ugcPJ3x_c2KQ,A & J Chicago Style Bar-B-Q,3.0,AZ,10
268,18TUn9oiW0k0yB6lheiOvw,TEXAZ Grill,4.0,AZ,256
269,ntJAKLAq0cXzzdFgPoo0Iw,Harvey's Wineburger,3.5,AZ,83
270,OT0gFIAr_c-d3i-IQ6TZQg,Baja Fresh Mexican Grill,4.0,AZ,18
271,c0RSs2KYK5Y-ZlSrNq9LyA,Moto Sushi,3.5,AZ,211
272,Tk2dSL0TwQeI_zNJmb442A,Luke's of Chicago's,3.5,AZ,103
273,GpK9MeUjEd7rwhejG2ykww,5 & Diner,3.5,AZ,117
274,74NT13vpDleoNrkxQdEpsQ,McDonald's,3.5,AZ,14
275,KLaxBc83JnxyGf7GP7enYA,Greekfest Restaurant,3.5,AZ,49
276,X8dNaEFH7LWDt1ORmkfDTg,Subway,3.0,AZ,9
277,KNIw6kwf8LZkrS1lEnaLiw,Einstein Bros Bagels,3.5,AZ,21
278,gQjTs4BDNYSu9oJhkEsssw,Lone Star Steakhouse,3.5,AZ,50
279,ib-y5nsfn3unE0lLY1vfAw,Arriba Mexican Grill,3.5,AZ,133
280,Pfb6VOIiroqDWOebfgWGPQ,Phoenix City Grille,4.0,AZ,197
281,HIiVx2mseVWKtx8TKfWC_A,Duck & Decanter,4.0,AZ,143
282,jSEcE8AY-mzGq9EOiyrtng,Europa Pastry Cafe,4.5,AZ,38
283,SOHp2b8quJEitFeuO58Syw,Fish Market Restaurant,3.5,AZ,35
284,LYyGQgL60VKdV-p_9OxmWQ,Flavors of India,3.5,AZ,110
285,RoErsFPM0A-1SCqD-FRV_Q,Kyoto Bowl,1.0,AZ,4
286,T5HYqRADhAL6VPRAacz74Q,Niccoli's Deli & Pizza,4.5,AZ,59
287,AyPmMe8GW6J26NvT_oI88Q,Dairy Queen,3.0,AZ,3
288,GGhyhajTNKm5yTxtAoaxIw,Kokopelli Mexican Grill,3.5,AZ,5
289,BJLoCsSp2TkHeTv00fJTVQ,Pizza Hut,4.5,AZ,3
290,CqhsIZ7TzCfJTrZqg5-gqQ,Armadillo Grill,4.0,AZ,147
291,5kRug3bEienrpovtPRVVwg,Rokerij,4.0,AZ,375
292,TqHTtjPANCBKGsjGBjDoQQ,NYPD Pizza,4.0,AZ,120
293,VpW40mznMS43CqdbelX2wA,Giuseppe's On 28th,3.5,AZ,213
294,PAtgWCLCFRQd_fjnihISOg,L'amore,4.0,AZ,54
295,JxgoluY8hnC34cys_f80xA,Deemos American Grill,2.0,AZ,20
296,WzhHlaEyaHE4KIFfcqC_9g,Filiberto's Mexican Food Restaurant,3.0,AZ,22
297,MU3i2uEyUBntebU6pEyMbw,McCormick & Schmicks Seafood Restaurant,4.0,AZ,43
298,rJ7HH85lo0wTNr5BiYGQ4Q,Adobe Restaurant-Arizona Biltmore Golf Club,3.0,AZ,15
299,bxpzP73A7gauvxFEyd_8xA,Olympic Gyros,3.5,AZ,20
300,ET9VpUk1UgjMN5DJRV0yOw,Christopher's Fermier Brasserie & Paola's Wine Bar,3.5,AZ,10
301,ut-kla-EA23nJOij_dcL0Q,California Pizza Kitchen,3.5,AZ,56
302,bewtZL-VV1oeGUdAhHVz6Q,Omaha Steakhouse,4.0,AZ,22
303,-yPdEze6bYRV2Sm1t4XJhg,Fuddruckers,4.0,AZ,3
304,fmuj7u1gflmEjW-h0v9bwg,Miracle Mile Delicatessen,4.0,AZ,105
305,2r8jGeuYvMkyP2ik_X-Bxw,The Cheesecake Factory,3.5,AZ,144
306,MUsqPXthMdHoPEow9M3MfA,La Madeleine French Bakery & Cafe,3.0,AZ,7
307,kjZJsF1juY_pTOw_A8Ve6w,Chili's Grill & Bar Catering,3.0,AZ,30
308,C37jakxE5TX6ccAfjp2kJA,Nixon's,3.5,AZ,5
309,wftoNIA0Q8nX-Da47psBCA,Au Petit Four,3.5,AZ,91
310,Ta-fY1c_E8qHBBDQGyxPkg,Bistro 24,4.0,AZ,29
311,QdbZyl-LWFS54u93Vjd5SA,The Capital Grille,4.0,AZ,165
312,o3TruOSgOwNgx08QosuWTw,Julioberto's,3.5,AZ,16
313,Rg3INE2p4zQYvfMvJduEOQ,Cyprus Grill of Phoenix,4.0,AZ,118
314,imvNxppzxkLUPH64pQsDQg,Wright's,4.5,AZ,44
