,review_id,business_id,stars,text
13,4iPPOQIo5Mr1NAUPUgCUrQ,JwUE5GmEO-sH1FuwJgKBlQ,4,only went year half ago great pancakes my problem time allowed smoking i left smelling like cigarette with change law i m sure atmosphere improved
14,Rnm1KyfRcwNt9bOI5i-yqA,JwUE5GmEO-sH1FuwJgKBlQ,4,great truck stop restaurant i ve breakfast dinner good huge portions reasonable prices the bakery i guess legendary they doughnuts size head eclairs size arm cream puffs 10 high on recent trip area stopped gas station attached restaurant fo quick snacks course bakery if driving sign the pine cone restaurant take ramp stop
15,SSlO5u2nIJ8PoAKAgN5m3Q,JwUE5GmEO-sH1FuwJgKBlQ,5,yeah thats right freakin star rating five star truck stop dining at its finest be prepared eat i introduced pine cone johnson creek location years ago freaked size awesome delicious desserts then recent road trip mentioned eating pine cone i thought i looked window exactly wasn t near johnson creek arrived i saw bakery i knew i home it near dinner time i ordered stuffed chicken breast the dinner roll meal i t dinner everything homemade they t add alot salt you tell fresh its plentiful its cheap you literally stuff you t possibly leave place indulging bakery goods home if home in case safely packed trunk safety the thing need explain police influence bakery goods pine cone
16,_utPYHIdXeq8CqQ4iYD1bw,JwUE5GmEO-sH1FuwJgKBlQ,3,ate saturday morning breakfast pine cone friendly quick service normal prices but new year special eat pancakes 2 12 i added breakfast sausage patty 3 00 father typical eggs toast hash bowns fresh cut sausage links food tasty major qualms hash browns need bit cooking coffee needs bit bite nice assortment bakes goods massive large head cream puffs eclairs i took blueberry muffin i enjoyed quick exit i 94 northeast madison
17,6wFJ0Ml7r9elqjeoez3HXQ,JwUE5GmEO-sH1FuwJgKBlQ,4,attention fans david lynch do stop place the atmosphere staff patrons certainly help visit enjoyable last time i i ordered caramel nut covered cinnamon roll the waitress asked i wanted warmed butter i thought sounded better said ahead she nodded agreement then brought unheated butter odd kind humorous i enjoy david lynch film time time the service food way better country restaurant mile south 51 be sure instead their booths skinny people 50s table start conversations truck driver left we pine cone street must hard times guys interior appears older street that place sits why area depressed don t ask i t know do i look like i answers the food good prices cheap go nice meal flash past t forget home bakery or aren t hungry stop great baked goods well worth stop this place gets stars star bakery selection crazy big cinnamon rolls good prices
18,rgM9f8Xh6ySclVoOSR8MXw,JwUE5GmEO-sH1FuwJgKBlQ,5,rarely star reviews restaurant s pretty perfect ve eaten breakfast twice weeks eggs cooked perfectly sourdough toast kitchen delicious bacon perfectly crispy hashbrowns best ve long time perfectly crispy outside fluffy inside pancakes huge light amazing cinnamon rolls taste good look prices right baked goods pretty great service fast friendly fast haven t wait 5 minutes meal honeymoon phase perfectly cooked poached eggs easy eggs hard come shouldn t anomaly discover cooked food suppose sure s greasy spoon greasy spoons bake bread t recommend place great breakfasts
19,khGSK7FRLuRWnnTE6I0stA,JwUE5GmEO-sH1FuwJgKBlQ,4,with recent addition truck driver bf i frequenting truck stops dine this little place pleasant surprise basically great home cooking everything homemade good the baked goods counter amazing the size cinnamon rolls insane and course i couldn t leave piece pie
20,mdjs8GJUfqGajVMjgOrP5Q,JwUE5GmEO-sH1FuwJgKBlQ,4,this best breakfasts i is decor dated absolutely adds nostalgic charm the place reeks beef cooking ahhh delicious check pastry cases omg i
21,Vqkv071v8vLA2ux8aOeICQ,JwUE5GmEO-sH1FuwJgKBlQ,5,hands best breakfasts wife stopped based positive reviews fellow yelpers sure glad good sized diner truck stop thing caught eye pastries huge looked great tip sure save space went cinnamon roll french toast pleased large portion great taste witht sausage patty links people links plate didnt look appetzing patty good wife went chicken friend steak eggs hashbrowns hashbrowns left bit desire bonus points real potatoes fresh overall great experience 35 mins continue journey looking forward stopping soon
22,gksnzyc9jQ9hNXESjvTrQw,JwUE5GmEO-sH1FuwJgKBlQ,3,this definitely usual truck stop pastries look delicious dinner rolls large meal good we young waitress i think new we sweet polite trying hard the lady managing restaurant rude we hear
23,ilPs2w4liKDvlqLhWrkI8Q,JwUE5GmEO-sH1FuwJgKBlQ,4,a delicious breakfast amazing fresh bakery pastry items however parkinglot gas station area filthy strewn debris dead cars broken glass if judge book cover never venture inside i hope mgr sees cleans
24,kAFG3i8DsfTkJePPEMc9Ig,JwUE5GmEO-sH1FuwJgKBlQ,5,don t fooled s truck stop truckers know good places eat stop desserts i bought eclair weighed pound delicious like supposed cream puffs look like wouldn t fit pound coffee grin don t miss place
25,ue3D7WBI4ZQxH43wMdpfcA,JwUE5GmEO-sH1FuwJgKBlQ,3,continuing saturday morning hangover theme s plateful greasy food slightly hung makes better the pine cone home rib sticking greasy food spades the so i split chicken fried steak comes plenty toast hashbrowns eggs i nt finish the gravy use biscuits gravy tasted sausage y plate sat i grease rising but i t come search health food doctor ordered i ll work later
26,DAFwq9T6sKDYiyQHiAzVbQ,JwUE5GmEO-sH1FuwJgKBlQ,5,some times jane michael stern point times story place beats food i definitely return pine cone it s bakery diner attached truck stop wisconsin highway i live chicago work famous mexican restaurant i wisconsin old school steak butter possible gives energy job pine cone eclairs cream puffs size cat and i got pig cookie this little truck stop gives big energy deeper steak butter territory
27,PCa_K6ijV3Tzbp6nouEiJQ,JwUE5GmEO-sH1FuwJgKBlQ,4,i like location better near johnson s creek it bit tight walk charm soon takes i impressed food however pastries won try the pie delicious i went simple apple selection delicious perfection it crazy fancy truthfully best piece classic apple the service little slow small restaurant lots charm you i love it near christmas tree farm perfect place stop cocoa way
28,rYKHcfBvFjqd5qvbX700_Q,JwUE5GmEO-sH1FuwJgKBlQ,5,this place excellent we little nervous truck stop food absolutely delicious service fast friendly
29,xpQe4tiCdZuQdmQsgtMErA,JwUE5GmEO-sH1FuwJgKBlQ,5,omg the bakery items pinecone amazing cinnamon rolls big head absolutely scrumptious the food restaurant great truck stop food we ve come breakfast stop single time head rhinelander wi do not miss place baked goods
30,2owUZZsM0fuMNhzIfWcqRQ,uGykseHzyS5xAMWoN6YUqA,4,a lovely surprise horrific family road trip we greeted door waitress peach nice man filled water helped sweetest guy the food great fan diner type grub hot turkey sandwich live dreams you definitely tell place old time appeal great family place locals older people know s clear s happening place breakfast 60 crowd hey says food pretty homestyle tasty if headed 94 need good lunch stop
31,BfPKrRDzpeQsljyxMa5sSA,uGykseHzyS5xAMWoN6YUqA,5,very nice clean place breakfast lunch
32,HAFNOdoQEluZxGDshb7vOQ,uGykseHzyS5xAMWoN6YUqA,5,i eat regularily consistently good very large menu makes tough choose disappointed
33,C4gpNPcwPRT7Pd3Dh1247A,uGykseHzyS5xAMWoN6YUqA,4,unlimited hot coffee i t recollection i ate i wanted t stars generous review meal i recall i know decently good s like restaurant deforest for i stars
34,64ruCMTy3YpUfK33GS8weg,uGykseHzyS5xAMWoN6YUqA,5,homestyle cooking best dnt culvers mcdonald s trash right hwy head bit u gem reasons i love place they dnt play annoying music scratch t play any music people working super nice expected if i owned joint i invest new bigger sign i drove right place missed twice
35,QsrzjenckNACuOgaEiMWfA,uGykseHzyS5xAMWoN6YUqA,4,nice simple homey diner very friendly staff huge family friendly menu salad bar if road beats old options
36,rEmo-x2TEkgGlTUZHc2PKQ,uGykseHzyS5xAMWoN6YUqA,5,love breakfast menu friendly waitstaff we nearly friday 4 yrs i love t play music it quiet conversational comfortable
37,IaONpXIHNtIBrmMU668OdQ,uGykseHzyS5xAMWoN6YUqA,1,went lunch workers checked yelp went reviews positive decided try yikes how reviews 4 5 stars service best average food terrible workers agreed restaurant t rate stars i special friday offerings smelt it came salad average fresh fries ordinary smelt after 20 25 minute wait server came orders i looked plate shocked there 12 15 called smelt 3 long deep fried they looked like little fat cigarettes i bit batter i tried i deep fried batter lunch i haven t meal bad i got navy my workes meals better chicken fried steak said box my worker cod said mushy brown colored yuk i hate write negative review restaurant earned star maybe great breakfast i hope lunches sub par there restaurants street highway i d try i stopped i know workers i won t coming
38,eePGdbbqruayA3UZKcm9jw,uGykseHzyS5xAMWoN6YUqA,4,don t time cute outfits madison want alternative cracker barrel this stop i started chicken dumpling soup simply divine seriously tempt veg accomplice cheese curds hit far superior state fair wraps sammys fried mushrooms consistent wholesome fresh service point waitress brianna business pro people watching little poor s expected rural midwest i think impassioned debate drug use startled crowd nonetheless cracker barrel takes amex
39,fgPJmaGRiLgOmEdz9DEEPQ,uGykseHzyS5xAMWoN6YUqA,4,huge menu fresh tasty food reasonable prices beats chain highway place sure the chicken dumpling soup worth trip fresh day caused vegetable phobic daughter eat carrots celery voltion steak cut french fries great coconut cream pie wonderful
40,yc0GhIx7gY2d3qb84xW1MA,uGykseHzyS5xAMWoN6YUqA,4,food good i reuben sandwich my suggestion waitress check need otherwise i recommend
41,by1vl1hP-gZMSn0ChXlGWA,uGykseHzyS5xAMWoN6YUqA,2,my boyfriend i came breakfast new years we weren t expecting best the service mentioned times yelp slow my drink forgotten time waitress came serving meal 30 40 minutes taking order the restaurant probably half people my boyfriends meal mediocre best meal worse my bacon egg omelette burnt cheese scarce at end meal server charged missing drink kind waited 10 minutes standing register i wouldn t restaurant i think time worth treated nice think differently
42,4it5bgKLOwplPWKZK4Q6cw,uGykseHzyS5xAMWoN6YUqA,4,nice clean place friendly staff great homemade chicken dumpling soup tasty club sandwich decor outdated sloppy good local place bring family
43,xjyVKwC1azTtDLrShQBthQ,LRKJF43s9-3jG9Lgx4zODg,5,californians in n out burger animal style and midwest culver s butter burger thing order c i ate lunch way milwaukee mosinee going folks christmas i got cheddar burger fries c got piece chicken dinner mashed potatoes green beans that s things i love culver s yes s fast food restaurant but family restaurant food the chicken good green beans fresh c said fast food feel good i got frozen custard flavor day swiss almond christmas like chocolate custard slivered almonds yummo
44,67d-r6tRNFSWXbvGR6FPDg,LRKJF43s9-3jG9Lgx4zODg,4,i wanted ice cream husband pulled highway culver s we opted flavor day cookie dough craving i disappointed chocolate custard tons cookie dough chunks i like custard mix ins overall decent sundae i ll stick vanilla time
45,nmX7lMtrsWw_z6i6Nt5ltA,LRKJF43s9-3jG9Lgx4zODg,5,next chick fil a culver s fav fast food chain rarely snowboarding trip complete culver s day the butter burgers hit spot heavy red onions good thing easily removeable fried cheese curds die you t floating but must s cup frozen custard damn s good stuff
46,iEkq9MFkcop1_CVnl-INSA,LRKJF43s9-3jG9Lgx4zODg,5,go meal cheddar butter burger fried cheese curds flavor day custard the difference deluxe burger cheddar butter burger deluxe ll american cheese and pay 25 cents extra add lettuce tomato cheddar butter burger file away memory bank
47,sywSyodHZeCQUJTftQej1w,LRKJF43s9-3jG9Lgx4zODg,4,really good stuff the custard great i loved i old usa i hope i cross paths culvers you know thing culvers you actually t need s sort like eating cake batter cookie dough you start getting sickly feeling start stirring plastic spoon staring custard wondering dont wanna finish yeah s custard s heavy especially add kind peanut butter chocholate bar mix let tell spoonfuls pure goodness goes downhill less stuff let tell next time i getting smallest size i far pleased guilty i threw mega size bucket hahaha
48,Ddu4pw-Yj3Xqk7lnA6Zo1Q,LRKJF43s9-3jG9Lgx4zODg,4,my meaty goodness isn t culvers nationwide chain this bacon cheese burger way good come fastfood drive window i nice little picnic tailgate pickup driving cross country long story i believe great burger the amazing onion rings better burger if passing wisconsin need stop culvers
49,kzFlI35hkmYA_vPSsMcNoQ,LRKJF43s9-3jG9Lgx4zODg,5,love love love who t love culver s
50,Tfn4EfjyWInS-4ZtGAFNNw,LRKJF43s9-3jG9Lgx4zODg,3,everything great burgers greasy charred compared stores
51,ZYaS2P5EmK9DANxGTV48Tw,RgDg-k9S5YD_BaxMckifkg,5,i like chinese restaurants town this outstanding crab rangoon love chicken snow peas mushrooms general tso chicken food ready 10 minutes accurate good place free pop
52,uOLM0vvnFdp468ofLnszTA,RgDg-k9S5YD_BaxMckifkg,3,above average takeout friendly staff the sauce pan fried noodle tasty dumplings good
53,b3u1RHmZTNRc0thlFmj2oQ,RgDg-k9S5YD_BaxMckifkg,4,we order chang jiang disappointed the menu huge accomodate s taste buds the service quick usually ready 10 minutes
54,KShIc8cUxbPCGDrJRsVvYw,oLctHIA1AxmsgOuu4dM6Vw,3,if live madison probably love hate relationship charter it s nice high speed internet having buy useless cable package kind sucks service insanely inconsistent as spent countless hours customer service representatives ranging inadequate empathetic resourceful i idea problem lies service k i consistently getting internet service i adore pay however want high speed internet phone cable sort suck option
55,YKl9cQsRT2J3_osn_U-fJw,oLctHIA1AxmsgOuu4dM6Vw,2,my arch enemy i ve encountered company astounding lack customer service their monopoly local market t help update posting review customer service rep contacted problem i pleasant email exchange reps we weren t able correct problem finding employee willing gain extra star
56,Hm4bXkXC3098K49bG2lIYg,oLctHIA1AxmsgOuu4dM6Vw,1,they charge services provide worth since currently monopoly cable tv madison area
57,Yp9-duCZtwUlrP8CXJwSxg,oLctHIA1AxmsgOuu4dM6Vw,1,to fair i customer i rate actual quality cable internet that said i qualms revealing absolutely horrendous customer service practices i spoke representative yesterday sign internet service new apartment i specifically asked representative promotions currently available order receive best price possible he quoted 39 99 current promotion basic internet including moden router rentals upgraded speed taking word i accepted scheduled installation thus begins tale woe later night internet i advertised giant bold colorful letters 24 99 basic internet just half price promotion representative offered i representative line i told blatant lie nicer terms course he confirms promotion available t authority change price transfer 1 to sales sales confirms cheaper promotion says online offer absolutely i receive online i need reschedule installation transfer 2 to the internet the internet promotion finds address alright instead able sign online time i reach promotion page address i receive error message your session timed encountered error please start click back button browser if wish contact this occurs 3 different computers number unique browsers transfer 3 to the online chat representative online chat confirms service available i achieve online phone having told exact opposite attempt point circular logic avail apparently reducing price advertised offer considered downgrading customer allowed transfer 4 to the phone representative again the new phone representative tells i not customer help still loving contradictions claimed downgrade customers i m customer really i try argue claims sales needs handle transfers transfer 5 to sales again and point minutes lovely charter advertisements soothingly torturous elevator music i transferred voice mail this proceeds inform sales depts hours later terminates 3 fun filled hours lies contradictions misinformation campaign dazzle any public figure later absolutely accomplished gigantic waste life review hopefully reveal horrifying business practices unsuspecting cable seeking fellows yelp beware
58,PHcYOcb3Hf18FUPgysF-lQ,oLctHIA1AxmsgOuu4dM6Vw,1,negative rating star way high sick tired cable box working solution keep resetting the box yes it is my job to make sure i get my serivce on a daily basis it s not theirs to make sure it work plus poor customer service i t blame people answer phones people st rules nickel dime s customers charter horrible coudn t complain phone truth charter worst
59,3Pm1t9yeuGctjRPKxNrAOA,oLctHIA1AxmsgOuu4dM6Vw,1,used charter couple years just ditched i couldn t happier shortly started charter connection went took days send turned d disconnected reason thanks charter fast forward recent past went i called try new promotional rate i m paying 60 internet bombs briefly couple times day they said couldn t better listed rate after i decided downgrade lowest speed time order save money when i called transferred retentions magically offered better rate turned lying additional charge i wasn t bundling serviced i rotting brain watching cable tv having phone i t pocket i complained asked original rate supervisor apologize said person i talked assumed i knew extra fee when i told i wanted original rate said point having retentions department best listed website finally i organized dsl at t simple easy require visit installation i plugged dsl modem called customer service guided set when i called cancel charter offered original rate i m pretty sure thing after calling disconnect i got calls charter trying business offered good rate point d managed blow shred credibility left mind since i t trust billing practices i continuing business longer happier
60,DkGRye6t5Cd6PgRab2UwUg,oLctHIA1AxmsgOuu4dM6Vw,1,i signed yelp solely i post review charter that i hate if new madison t live downtown if living downtown sorry like probably stuck charter i customer 7 years list woes long i ll sum current i canceled account middle june the account canceled 7 1 on 7 2 i moved on 7 8 i returned equipment charter 7 9 present i still receiving bills account 280 i called 4 times received incredibly poor service people supposed all admitted yes account showing canceled 7 1 mysterious work order completed the current agent i speaking told actually owe 19 account canceled work order complete do favor u verse whatever available area charter monopoly downtown madison treats customers like crap
61,Hdng63D9qvnT1says4LMMw,oLctHIA1AxmsgOuu4dM6Vw,1,in opinion charter communications terrible they unreliable unhelpful rude incapable providing acceptable level service the customer service representatives like talking pre programed robots midst prolonged service outage main goal sell worthless services avoid company like plague
62,KL1rNfWrlHzHzZdDsghy5A,oLctHIA1AxmsgOuu4dM6Vw,1,by far worst company i worked wit if avoid charter costs absolutely terrible customer service scammers i i add charges i tv internet 10 times 2 months
63,brYgfKhwiN4XAAt5quZCqA,ZW2WeP2Hp20tq0RG1NFkoQ,1,do not i repeat business company we purchased furnace extended warranty the warranty 650 00 told cover defects issues within 2 years blower motor went friday they advised 198 00 hour overtime this 3pm friday they told read fine print know drill finally run i told man charge monday morning 8am of course showed 3 calls missed times finally tech arrive 12noon they not rude bit proactive beware promises sales persons comittments company makes
64,oh9vtXZDr6wwivSFwfjyIg,ZW2WeP2Hp20tq0RG1NFkoQ,1,we called fix heat 200 we called 500 oh giving estimate just making repairs sending and broken we finally called company problem fixed hvac problems tough isn t reason chance company there plenty hvac companies competent communicative
65,y7aKWgnnx6QGDWX8OrCEwA,ZW2WeP2Hp20tq0RG1NFkoQ,1,scheduled appointment repeated date time confirm the technician so called told hat appointment day time ok misunderstanding they said come 2 hours in 3 hours i called said came i said s i calling the guy phone said ok these people disorganized respect time clearly t care making customers happy don t waste time losers
66,-OiuD6jbmiz7F0hghDRezQ,ZW2WeP2Hp20tq0RG1NFkoQ,5,i super nervous guys poor reviews i home warranty company chooses work i t choice i pleasantly surprised we actually cancel appointment having major electrical work morning power shut time appointment supposed they actually called little later afternoon things going asked send they came time got right work the technician nice knowledgeable explained a c shot bad compressor burned wires worried case said 20 years old i glad hear knew warranty process explained work so far good i ll sure update review actually repair replace a c s pending approval warranty company moment
67,2cycVscLLOmmZDp3BTvOGA,95p9Xg358BezJyk1wqzzyg,3,this public library short drive house during school year lot students neighboring schools during summer lot moms w toddlers young preschoolers reading i t daughter they open til 8pm days week cool work later day before replaced printer i frequently some librarians snooty it s small hometown type library need relax read work computers printers a good needed staple area info monday thursday 9 8 friday saturday 9 5 30 sunday 12 3 closed january 1 easter sunday memorial day july 4 labor day thanksgiving december 24 25 closing early 5 30 december 31
68,Dp_HJfwFDxunuJ6B24RoDA,95p9Xg358BezJyk1wqzzyg,3,the library nice clean facility good diverse resources patrons however designated quiet area closed noise speaking happens library there quiet reading room closed noise easily travels additionally hardly any outlets near tables need study possibly luck overall i expect quiet area study library t necessarily deliver more outlets better studying spot
69,ely6It59f_aOIDTkQuVJCg,95p9Xg358BezJyk1wqzzyg,2,needs books homeless people dvd collection t include jingle all the way place feels putting one star
70,46dtoXyw4GhusxFq7Lf1KQ,95p9Xg358BezJyk1wqzzyg,2,i ve copy jingle all the way came haven t charged late fee talk refusing enforce laws
71,_vzTyyPLOgVxNCuWRKOb1w,rdAdANPNOcvUtoFgcaY9KA,3,grade c the food good prices decent service
72,McrBBaa12WfHKTzOCCh7DA,rdAdANPNOcvUtoFgcaY9KA,4,i eaten green lantern what i have gone karaoke i kind person enjoy hip bar i t want ironic metal jukebox 8 flirtinis what i want totally unpretentious karaoke renditions unskinny bop people look like graduated high school 1991 2 50 vodka cranberry juices
73,i6x1HRWR6BSJIkiKdeQhYQ,rdAdANPNOcvUtoFgcaY9KA,4,i m sure i drove far outside minneapolis i d place awesome green lantern instead work i wish green lantern backyard i hate bars i feel like i lot work try good time i m dressing drinking certain drink feel like i shot accepted believe the green lantern rules s completely laid totally unpretentious i ve seen wide variety people having great time besides drinks super strong cheap good
74,sSMG7T3hzRbkwqwYTv8i-A,rdAdANPNOcvUtoFgcaY9KA,4,the biggest plus lake dock open breakfest that huge fan boating trip eat i ll swing soon actually eat s 3 years boat we boat return i guess says lot boat boat 6 5 stars
75,0Yy6Zzg11ZzmGtIVG9rPog,rdAdANPNOcvUtoFgcaY9KA,4,who love greeny as posts place good time matter the staff awesome food decent but green lantern places try imitate atmosphere i seen bar bar try create fun atmosphere the greeny i wish i i
76,1ga5Aj9_iNDvc_6K3ol2jA,rdAdANPNOcvUtoFgcaY9KA,3,the green lantern kind place comes right mendoza line what i mean quality meals atmosphere supper club good warrant return visits elicit rave reviews i m supper club kind guy right bat place like green lantern isn t going favorite however plenty old school supper clubs nice job i ve got qualms tagging dinner friday night the green lantern places albeit barely my friend absolutely loves place as i ve cause dine times years there pluses the bartenders quick generally friendly ve got adequate tap selection including ale asylum offerings i love location right lake thirds seating areas great atmosphere the service average i t think bad experience type consistency years hard maintain they ve got wiggies kind like low rent roesti hashbrowns onions peppers american cheese and finally green lantern obviously popular denizens mcfarland i t recall single trip bar wasn t restaurant hopping the negatives foremost i ve menu pretty limited i m big fish fry green lantern s friday night menu t aside sandwiches grilled chicken breast entree now i said i m big fish fry opinion taken lightly times i ordered fish i ve underwhelmed this probably friend simply t stuff prices moderately high perceived quality bar reasonable there s bit hassle comes paying while i ve concerns service waitstaff i stood upwards 15 minutes waiting hostess swipe card that unacceptable s unfortunately led smaller tips deserving waitresses finally waiting 20 30 minutes table friday night end basement poorly located tables upstairs if i t think i d going green lantern after i t live mcfarland i t supper club fish fries but long i know people love going i ll tag decent time i think d hard pressed able green lantern
77,-pKx6W2dN6xCFA8ZIe-sOQ,rdAdANPNOcvUtoFgcaY9KA,4,we ate weeks details bit i recall service good enjoyed burger club sandwich ham cheese group its exactly d expect good supper club
78,9eglfNPoaJVjBIsTpExTdw,rdAdANPNOcvUtoFgcaY9KA,4,under ordinary circumstances i m breakfast person however morning thanksgiving obviously time consume food green lantern went and good thing i best breakfast i eaten recent memory left totally impressed breakfast foods simple foods many places advantage simplicity rushing things you end edible uninspired eats though breakfast arrived shortly ordered cooked properly care my sunny eggs perfectly whites set yolks warm properly runny the large slices bacon flavorful i ordered hash browns crispy s came everything plate cooked right tasted super good i like eating breakfast place served breakfast like service fast friendly coffee usual diner style weak plentiful the bar looked capable producing solid bloody mary alas went untested prices cheap day long i m docking star corn beef hash lacked flavor important crunch all i highly recommend lantern breakfast needs
79,0Y31YeVGkyyTKTf4Y4VyrA,rdAdANPNOcvUtoFgcaY9KA,3,ate breakfast today overall good atmosphere tasty items menu i recommend wiggies hodgepodge hash browns cheese green peppers diced ham mushrooms i topped mimosa gf i strolled dock enjoyed lakeside scene
80,dexeF9_xWX_96Zm63Q7zSQ,rdAdANPNOcvUtoFgcaY9KA,4,we love the green lantern the food wonderful price great we long wait table seated waited right away all staff friendly atmosphere welcoming we taken friends dinner great time
81,fDkHtO1eBepMZoV-qmru3g,rdAdANPNOcvUtoFgcaY9KA,5,we love place this restaurant excellent food it family owned years makes difference love regulars friday night fish fries good scallops worth trying salads fresh chili meaty this place staff welcoming arrive boat highly recommend be sure check specials awesome website http www thegreenlanternrestaurant com
82,gOq_YZPXNiET51Xsoxa9WQ,rdAdANPNOcvUtoFgcaY9KA,5,looking spot moment walk fit looking home cooked meal having lift finger looking place pop squat shoot shit look greenie breakfast lunch happy hour dinner fills love taking family weekend breakfast from waffle sundae youngest seafood omelet huge portions great prices swing ask favorite bartender joy ultimate bloody mary effen cucumber vodka yeah rocks it s good
83,3MpetbHOSk0-e0yeAM6K1Q,rdAdANPNOcvUtoFgcaY9KA,4,have eaten times recently morning food good todays breakfast exceptional i eggs walleye large piece walleye flaky lightly breaded delicious companion lobster benedict special raved to service provided april outstanding
84,xOO8goBBxpYexbUxOIRj7Q,rdAdANPNOcvUtoFgcaY9KA,5,life good in bloody mary heaven joy s bad
85,x12st102YwiWjkRbz8X1tw,rdAdANPNOcvUtoFgcaY9KA,4,always good food menu updated recently lake perch nicely upper dining room remodeled quite nice a favorite
86,WvGzFVHI-ttlhYzALyJnzg,rdAdANPNOcvUtoFgcaY9KA,1,pros drinks ok rib eye steak good medium rare baked potato service friendly food served warm food affordable relaxing environment local feel cons scallops salty furniture outdated walleye fish eh flavors it s divey impressed meal free
87,bP-_y84gpiMuo7dbd0p27w,rdAdANPNOcvUtoFgcaY9KA,4,we accidentally green lantern local eatery closed sunday night we couldn t happy place closed green lantern friendly service tasty food packers tv screens looked it s restaurant bar building isn t modern leave judgmental aesthetic attitudes home case hotel room enjoy boring chain
88,7_83JssVJ7x3ZTCvLMFLdQ,rdAdANPNOcvUtoFgcaY9KA,3,friday night fish fry reasonable prices good service go standards enjoy
89,xXdoRaDC7pEALfqQgFl-Xg,rdAdANPNOcvUtoFgcaY9KA,4,this place like old north supper club it s dark cozy orange light lanterns hanging ceiling the upper seating level lovely view lake i got lobster omelet wonderful flavorful tarragon sauce big chunks lobster memorable breakfast my english muffin perfectly toasted buttered my companion recommends trying walleye breakfast time our server nice sweet several times uttered time hurry i hear s green lantern s tag line loitering encouraged i like relax place perfect if i lived area i d drinks
90,ZGVMojZOA7l3bIhiCGdZPA,rdAdANPNOcvUtoFgcaY9KA,4,never bad meal breakfast lunch dinner prices reasonable people welcoming one thing needs improvement coffee i think let hot water wink grounds way weak
91,L1-rN5tbwV8OcauhcH8c7g,rdAdANPNOcvUtoFgcaY9KA,4,good food cheap drinks great service breakfast simple delicious wiggies hashbrowns cheese onions ham green pepper inside sandwiches good s great place fish fry
